;date;trend;cap;yhat_lower;yhat_upper;trend_lower;trend_upper;multiplicative_terms;multiplicative_terms_lower;multiplicative_terms_upper;yearly;yearly_lower;yearly_upper;additive_terms;additive_terms_lower;additive_terms_upper;yhat
0;17.09.2014;6.168362678;13.69269124;191.1622448;363.635081;6.168362678;6.168362678;-0.010338025;-0.010338025;-0.010338025;-0.010338025;-0.010338025;-0.010338025;0;0;0;261.6442673
1;18.09.2014;6.168422209;13.69269124;188.7057245;358.5761342;6.168422209;6.168422209;-0.010460851;-0.010460851;-0.010460851;-0.010460851;-0.010460851;-0.010460851;0;0;0;261.491856
2;19.09.2014;6.16848174;13.69269124;187.4917244;360.5660431;6.16848174;6.16848174;-0.010585098;-0.010585098;-0.010585098;-0.010585098;-0.010585098;-0.010585098;0;0;0;261.3376161
3;20.09.2014;6.16854127;13.69269124;190.9280617;363.0227425;6.16854127;6.16854127;-0.010711451;-0.010711451;-0.010711451;-0.010711451;-0.010711451;-0.010711451;0;0;0;261.1806334
4;21.09.2014;6.168600801;13.69269124;188.5674826;352.3752585;6.168600801;6.168600801;-0.010839909;-0.010839909;-0.010839909;-0.010839909;-0.010839909;-0.010839909;0;0;0;261.02091
5;22.09.2014;6.168660332;13.69269124;191.0884598;359.8495568;6.168660332;6.168660332;-0.010969744;-0.010969744;-0.010969744;-0.010969744;-0.010969744;-0.010969744;0;0;0;260.8594313
6;23.09.2014;6.168719863;13.69269124;187.5598597;357.5347235;6.168719863;6.168719863;-0.011099461;-0.011099461;-0.011099461;-0.011099461;-0.011099461;-0.011099461;0;0;0;260.6982042
7;24.09.2014;6.168779394;13.69269124;193.8181941;357.4426941;6.168779394;6.168779394;-0.011226795;-0.011226795;-0.011226795;-0.011226795;-0.011226795;-0.011226795;0;0;0;260.5402633
8;25.09.2014;6.168838925;13.69269124;189.8711655;361.7771977;6.168838925;6.168838925;-0.011348731;-0.011348731;-0.011348731;-0.011348731;-0.011348731;-0.011348731;0;0;0;260.3896448
9;26.09.2014;6.168898457;13.69269124;188.6681288;351.2516316;6.168898457;6.168898457;-0.01146154;-0.01146154;-0.01146154;-0.01146154;-0.01146154;-0.01146154;0;0;0;260.2513275
10;27.09.2014;6.168957988;13.69269124;185.8102921;347.0484654;6.168957988;6.168957988;-0.011560853;-0.011560853;-0.011560853;-0.011560853;-0.011560853;-0.011560853;0;0;0;260.1311422
11;28.09.2014;6.16901752;13.69269124;185.7809567;364.3946958;6.16901752;6.16901752;-0.011641747;-0.011641747;-0.011641747;-0.011641747;-0.011641747;-0.011641747;0;0;0;260.0356514
12;29.09.2014;6.169077051;13.69269124;191.4913313;358.8376547;6.169077051;6.169077051;-0.01169886;-0.01169886;-0.01169886;-0.01169886;-0.01169886;-0.01169886;0;0;0;259.9720025
13;30.09.2014;6.169136583;13.69269124;190.8047171;365.9176145;6.169136583;6.169136583;-0.011726522;-0.011726522;-0.011726522;-0.011726522;-0.011726522;-0.011726522;0;0;0;259.9477577
14;01.10.2014;6.169196115;13.69269124;192.782324;358.0660103;6.169196115;6.169196115;-0.011718904;-0.011718904;-0.011718904;-0.011718904;-0.011718904;-0.011718904;0;0;0;259.9707049
15;02.10.2014;6.169255647;13.69269124;186.94038;364.9111039;6.169255647;6.169255647;-0.011670179;-0.011670179;-0.011670179;-0.011670179;-0.011670179;-0.011670179;0;0;0;260.0486548
16;03.10.2014;6.169315179;13.69269124;193.0537743;360.6688696;6.169315179;6.169315179;-0.011574692;-0.011574692;-0.011574692;-0.011574692;-0.011574692;-0.011574692;0;0;0;260.189228
17;04.10.2014;6.169374711;13.69269124;185.4993799;355.1807804;6.169374711;6.169374711;-0.011427133;-0.011427133;-0.011427133;-0.011427133;-0.011427133;-0.011427133;0;0;0;260.3996377
18;05.10.2014;6.169434243;13.69269124;190.9072377;353.9885196;6.169434243;6.169434243;-0.011222714;-0.011222714;-0.011222714;-0.011222714;-0.011222714;-0.011222714;0;0;0;260.6864736
19;06.10.2014;6.169493776;13.69269124;195.4146612;356.5365502;6.169493776;6.169493776;-0.010957334;-0.010957334;-0.010957334;-0.010957334;-0.010957334;-0.010957334;0;0;0;261.0554899
20;07.10.2014;6.169553308;13.69269124;192.2835905;363.5945511;6.169553308;6.169553308;-0.010627739;-0.010627739;-0.010627739;-0.010627739;-0.010627739;-0.010627739;0;0;0;261.5114038
21;08.10.2014;6.169612841;13.69269124;189.2406948;356.3912405;6.169612841;6.169612841;-0.010231665;-0.010231665;-0.010231665;-0.010231665;-0.010231665;-0.010231665;0;0;0;262.0577085
22;09.10.2014;6.169672373;13.69269124;195.3288214;360.6767283;6.169672373;6.169672373;-0.009767963;-0.009767963;-0.009767963;-0.009767963;-0.009767963;-0.009767963;0;0;0;262.6965034
23;10.10.2014;6.169731906;13.69269124;193.7312776;367.2042578;6.169731906;6.169731906;-0.009236701;-0.009236701;-0.009236701;-0.009236701;-0.009236701;-0.009236701;0;0;0;263.4283477
24;11.10.2014;6.169791439;13.69269124;193.8491869;359.5824658;6.169791439;6.169791439;-0.008639238;-0.008639238;-0.008639238;-0.008639238;-0.008639238;-0.008639238;0;0;0;264.2521401
25;12.10.2014;6.169850972;13.69269124;189.3788188;358.728828;6.169850972;6.169850972;-0.007978272;-0.007978272;-0.007978272;-0.007978272;-0.007978272;-0.007978272;0;0;0;265.1650271
26;13.10.2014;6.169910505;13.69269124;194.2626497;360.5403892;6.169910505;6.169910505;-0.00725785;-0.00725785;-0.00725785;-0.00725785;-0.00725785;-0.00725785;0;0;0;266.1623459
27;14.10.2014;6.169970038;13.69269124;195.1180114;371.8339925;6.169970038;6.169970038;-0.006483354;-0.006483354;-0.006483354;-0.006483354;-0.006483354;-0.006483354;0;0;0;267.2376025
28;15.10.2014;6.170029572;13.69269124;196.9887056;356.7256209;6.170029572;6.170029572;-0.005661446;-0.005661446;-0.005661446;-0.005661446;-0.005661446;-0.005661446;0;0;0;268.3824901
29;16.10.2014;6.170089105;13.69269124;199.2766116;367.0764753;6.170089105;6.170089105;-0.004799986;-0.004799986;-0.004799986;-0.004799986;-0.004799986;-0.004799986;0;0;0;269.5869481
30;17.10.2014;6.170148639;13.69269124;195.6901983;381.6936869;6.170148639;6.170148639;-0.003907914;-0.003907914;-0.003907914;-0.003907914;-0.003907914;-0.003907914;0;0;0;270.839266
31;18.10.2014;6.170208172;13.69269124;198.6591053;372.9838083;6.170208172;6.170208172;-0.002995106;-0.002995106;-0.002995106;-0.002995106;-0.002995106;-0.002995106;0;0;0;272.1262311
32;19.10.2014;6.170267706;13.69269124;200.252798;368.4967491;6.170267706;6.170267706;-0.0020722;-0.0020722;-0.0020722;-0.0020722;-0.0020722;-0.0020722;0;0;0;273.4333216
33;20.10.2014;6.17032724;13.69269124;203.2215958;379.791587;6.17032724;6.17032724;-0.001150405;-0.001150405;-0.001150405;-0.001150405;-0.001150405;-0.001150405;0;0;0;274.7449428
34;21.10.2014;6.170386774;13.69269124;200.3159717;375.8512149;6.170386774;6.170386774;-0.000241282;-0.000241282;-0.000241282;-0.000241282;-0.000241282;-0.000241282;0;0;0;276.0447044
35;22.10.2014;6.170446308;13.69269124;200.1625853;374.4943481;6.170446308;6.170446308;0.000643475;0.000643475;0.000643475;0.000643475;0.000643475;0.000643475;0;0;0;277.3157341
36;23.10.2014;6.170505842;13.69269124;203.2973581;387.4528668;6.170505842;6.170505842;0.001492281;0.001492281;0.001492281;0.001492281;0.001492281;0.001492281;0;0;0;278.5410218
37;24.10.2014;6.170565376;13.69269124;206.5824204;379.5879133;6.170565376;6.170565376;0.002293894;0.002293894;0.002293894;0.002293894;0.002293894;0.002293894;0;0;0;279.7037856
38;25.10.2014;6.17062491;13.69269124;204.114013;390.8810093;6.17062491;6.17062491;0.00303765;0.00303765;0.00303765;0.00303765;0.00303765;0.00303765;0;0;0;280.7878515
39;26.10.2014;6.170684445;13.69269124;207.883591;383.130204;6.170684445;6.170684445;0.003713689;0.003713689;0.003713689;0.003713689;0.003713689;0.003713689;0;0;0;281.7780343
40;27.10.2014;6.170743979;13.69269124;203.0573211;386.0109681;6.170743979;6.170743979;0.004313165;0.004313165;0.004313165;0.004313165;0.004313165;0.004313165;0;0;0;282.6605091
41;28.10.2014;6.170803514;13.69269124;203.9188891;395.1161159;6.170803514;6.170803514;0.004828437;0.004828437;0.004828437;0.004828437;0.004828437;0.004828437;0;0;0;283.4231604
42;29.10.2014;6.170863049;13.69269124;204.2468998;382.5331678;6.170863049;6.170863049;0.005253238;0.005253238;0.005253238;0.005253238;0.005253238;0.005253238;0;0;0;284.0558959
43;30.10.2014;6.170922583;13.69269124;207.6707455;386.626628;6.170922583;6.170922583;0.00558281;0.00558281;0.00558281;0.00558281;0.00558281;0.00558281;0;0;0;284.5509146
44;31.10.2014;6.170982118;13.69269124;198.9310692;387.8831355;6.170982118;6.170982118;0.005814011;0.005814011;0.005814011;0.005814011;0.005814011;0.005814011;0;0;0;284.9029179
45;01.11.2014;6.171041653;13.69269124;202.5917842;394.0569948;6.171041653;6.171041653;0.005945385;0.005945385;0.005945385;0.005945385;0.005945385;0.005945385;0;0;0;285.1092553
46;02.11.2014;6.171101189;13.69269124;209.3965472;391.5239992;6.171101189;6.171101189;0.005977193;0.005977193;0.005977193;0.005977193;0.005977193;0.005977193;0;0;0;285.1699993
47;03.11.2014;6.171160724;13.69269124;210.8937597;390.2553742;6.171160724;6.171160724;0.005911411;0.005911411;0.005911411;0.005911411;0.005911411;0.005911411;0;0;0;285.0879463
48;04.11.2014;6.171220259;13.69269124;204.1647257;393.0122703;6.171220259;6.171220259;0.005751686;0.005751686;0.005751686;0.005751686;0.005751686;0.005751686;0;0;0;284.8685426
49;05.11.2014;6.171279795;13.69269124;207.5328816;392.2097285;6.171279795;6.171279795;0.005503255;0.005503255;0.005503255;0.005503255;0.005503255;0.005503255;0;0;0;284.5197389
50;06.11.2014;6.17133933;13.69269124;211.792555;381.9562172;6.17133933;6.17133933;0.005172833;0.005172833;0.005172833;0.005172833;0.005172833;0.005172833;0;0;0;284.0517796
51;07.11.2014;6.171398866;13.69269124;202.3337055;382.7550105;6.171398866;6.171398866;0.00476846;0.00476846;0.00476846;0.00476846;0.00476846;0.00476846;0;0;0;283.4769337
52;08.11.2014;6.171458402;13.69269124;203.3584582;383.3303712;6.171458402;6.171458402;0.004299334;0.004299334;0.004299334;0.004299334;0.004299334;0.004299334;0;0;0;282.8091784
53;09.11.2014;6.171517938;13.69269124;201.0877082;386.4071745;6.171517938;6.171517938;0.003775602;0.003775602;0.003775602;0.003775602;0.003775602;0.003775602;0;0;0;282.0638471
54;10.11.2014;6.171577474;13.69269124;209.7624375;386.9514583;6.171577474;6.171577474;0.003208146;0.003208146;0.003208146;0.003208146;0.003208146;0.003208146;0;0;0;281.2572529
55;11.11.2014;6.17163701;13.69269124;202.5139691;392.0975646;6.17163701;6.17163701;0.002608348;0.002608348;0.002608348;0.002608348;0.002608348;0.002608348;0;0;0;280.4063016
56;12.11.2014;6.171696546;13.69269124;198.8732531;377.0056185;6.171696546;6.171696546;0.001987848;0.001987848;0.001987848;0.001987848;0.001987848;0.001987848;0;0;0;279.5281054
57;13.11.2014;6.171756082;13.69269124;200.7446998;383.9583829;6.171756082;6.171756082;0.001358302;0.001358302;0.001358302;0.001358302;0.001358302;0.001358302;0;0;0;278.6396078
58;14.11.2014;6.171815619;13.69269124;207.9991048;381.084384;6.171815619;6.171815619;0.000731144;0.000731144;0.000731144;0.000731144;0.000731144;0.000731144;0;0;0;277.7572309
59;15.11.2014;6.171875155;13.69269124;197.4501155;373.0109977;6.171875155;6.171875155;0.000117352;0.000117352;0.000117352;0.000117352;0.000117352;0.000117352;0;0;0;276.8965521
60;16.11.2014;6.171934692;13.69269124;201.6560233;374.2697105;6.171934692;6.171934692;-0.000472765;-0.000472765;-0.000472765;-0.000472765;-0.000472765;-0.000472765;0;0;0;276.072017
61;17.11.2014;6.171994228;13.69269124;201.9222158;378.5410519;6.171994228;6.171994228;-0.001029757;-0.001029757;-0.001029757;-0.001029757;-0.001029757;-0.001029757;0;0;0;275.2966938
62;18.11.2014;6.172053765;13.69269124;201.6990197;378.6265924;6.172053765;6.172053765;-0.00154521;-0.00154521;-0.00154521;-0.00154521;-0.00154521;-0.00154521;0;0;0;274.582071
63;19.11.2014;6.172113302;13.69269124;199.9197751;377.5580777;6.172113302;6.172113302;-0.002011877;-0.002011877;-0.002011877;-0.002011877;-0.002011877;-0.002011877;0;0;0;273.9379024
64;20.11.2014;6.172172839;13.69269124;198.0236663;374.7933946;6.172172839;6.172172839;-0.002423795;-0.002423795;-0.002423795;-0.002423795;-0.002423795;-0.002423795;0;0;0;273.3720975
65;21.11.2014;6.172232376;13.69269124;198.1507333;372.9193803;6.172232376;6.172232376;-0.002776356;-0.002776356;-0.002776356;-0.002776356;-0.002776356;-0.002776356;0;0;0;272.8906581
66;22.11.2014;6.172291913;13.69269124;196.7439173;371.7991374;6.172291913;6.172291913;-0.003066348;-0.003066348;-0.003066348;-0.003066348;-0.003066348;-0.003066348;0;0;0;272.4976593
67;23.11.2014;6.172351451;13.69269124;199.2510632;377.9663368;6.172351451;6.172351451;-0.003291956;-0.003291956;-0.003291956;-0.003291956;-0.003291956;-0.003291956;0;0;0;272.195273
68;24.11.2014;6.172410988;13.69269124;197.2706278;369.4649035;6.172410988;6.172410988;-0.003452738;-0.003452738;-0.003452738;-0.003452738;-0.003452738;-0.003452738;0;0;0;271.9838308
69;25.11.2014;6.172470526;13.69269124;199.7850079;378.4704785;6.172470526;6.172470526;-0.003549556;-0.003549556;-0.003549556;-0.003549556;-0.003549556;-0.003549556;0;0;0;271.8619245
70;26.11.2014;6.172530063;13.69269124;197.988218;375.3456593;6.172530063;6.172530063;-0.003584487;-0.003584487;-0.003584487;-0.003584487;-0.003584487;-0.003584487;0;0;0;271.8265391
71;27.11.2014;6.172589601;13.69269124;197.208677;381.516227;6.172589601;6.172589601;-0.0035607;-0.0035607;-0.0035607;-0.0035607;-0.0035607;-0.0035607;0;0;0;271.873216
72;28.11.2014;6.172649139;13.69269124;198.9806639;368.1915016;6.172649139;6.172649139;-0.00348231;-0.00348231;-0.00348231;-0.00348231;-0.00348231;-0.00348231;0;0;0;271.9962423
73;29.11.2014;6.172708677;13.69269124;195.1279259;361.7520422;6.172708677;6.172708677;-0.00335422;-0.00335422;-0.00335422;-0.00335422;-0.00335422;-0.00335422;0;0;0;272.1888603
74;30.11.2014;6.172768215;13.69269124;201.6676832;377.2588719;6.172768215;6.172768215;-0.003181943;-0.003181943;-0.003181943;-0.003181943;-0.003181943;-0.003181943;0;0;0;272.4434941
75;01.12.2014;6.172827753;13.69269124;202.3015846;368.9526659;6.172827753;6.172827753;-0.002971417;-0.002971417;-0.002971417;-0.002971417;-0.002971417;-0.002971417;0;0;0;272.7519866
76;02.12.2014;6.172887291;13.69269124;192.004423;371.7660356;6.172887291;6.172887291;-0.002728822;-0.002728822;-0.002728822;-0.002728822;-0.002728822;-0.002728822;0;0;0;273.1058421
77;03.12.2014;6.17294683;13.69269124;197.2908268;374.6757886;6.17294683;6.17294683;-0.00246039;-0.00246039;-0.00246039;-0.00246039;-0.00246039;-0.00246039;0;0;0;273.4964674
78;04.12.2014;6.173006368;13.69269124;199.980006;376.8780484;6.173006368;6.173006368;-0.002172236;-0.002172236;-0.002172236;-0.002172236;-0.002172236;-0.002172236;0;0;0;273.9154063
79;05.12.2014;6.173065907;13.69269124;200.3737385;376.786757;6.173065907;6.173065907;-0.001870192;-0.001870192;-0.001870192;-0.001870192;-0.001870192;-0.001870192;0;0;0;274.3545595
80;06.12.2014;6.173125445;13.69269124;201.7035321;374.0175299;6.173125445;6.173125445;-0.001559664;-0.001559664;-0.001559664;-0.001559664;-0.001559664;-0.001559664;0;0;0;274.8063857
81;07.12.2014;6.173184984;13.69269124;202.2514475;375.2947442;6.173184984;6.173184984;-0.001245506;-0.001245506;-0.001245506;-0.001245506;-0.001245506;-0.001245506;0;0;0;275.2640753
82;08.12.2014;6.173244523;13.69269124;196.5425769;370.808308;6.173244523;6.173244523;-0.000931924;-0.000931924;-0.000931924;-0.000931924;-0.000931924;-0.000931924;0;0;0;275.7216949
83;09.12.2014;6.173304062;13.69269124;202.6017784;377.3629207;6.173304062;6.173304062;-0.000622403;-0.000622403;-0.000622403;-0.000622403;-0.000622403;-0.000622403;0;0;0;276.1742945
84;10.12.2014;6.173363601;13.69269124;196.3059155;378.6836107;6.173363601;6.173363601;-0.000319667;-0.000319667;-0.000319667;-0.000319667;-0.000319667;-0.000319667;0;0;0;276.617977
85;11.12.2014;6.17342314;13.69269124;202.0801515;377.9001275;6.17342314;6.17342314;-2.57E-05;-2.57E-05;-2.57E-05;-2.57E-05;-2.57E-05;-2.57E-05;0;0;0;277.0499269
86;12.12.2014;6.173482679;13.69269124;201.3703461;377.4911;6.173482679;6.173482679;0.000258424;0.000258424;0.000258424;0.000258424;0.000258424;0.000258424;0;0;0;277.468397
87;13.12.2014;6.173542219;13.69269124;204.2884767;383.9433814;6.173542219;6.173542219;0.000532123;0.000532123;0.000532123;0.000532123;0.000532123;0.000532123;0;0;0;277.8726554
88;14.12.2014;6.173601758;13.69269124;203.3728776;378.2001865;6.173601758;6.173601758;0.000795613;0.000795613;0.000795613;0.000795613;0.000795613;0.000795613;0;0;0;278.2628941
89;15.12.2014;6.173661298;13.69269124;203.6140052;389.4521593;6.173661298;6.173661298;0.001049625;0.001049625;0.001049625;0.001049625;0.001049625;0.001049625;0;0;0;278.6401031
90;16.12.2014;6.173720837;13.69269124;205.3953584;379.5444704;6.173720837;6.173720837;0.001295338;0.001295338;0.001295338;0.001295338;0.001295338;0.001295338;0;0;0;279.0059154
91;17.12.2014;6.173780377;13.69269124;202.4619525;381.2639545;6.173780377;6.173780377;0.001534242;0.001534242;0.001534242;0.001534242;0.001534242;0.001534242;0;0;0;279.3624286
92;18.12.2014;6.173839917;13.69269124;205.6512003;385.7793703;6.173839917;6.173839917;0.00176801;0.00176801;0.00176801;0.00176801;0.00176801;0.00176801;0;0;0;279.7120088
93;19.12.2014;6.173899457;13.69269124;204.1350923;392.0402501;6.173899457;6.173899457;0.001998351;0.001998351;0.001998351;0.001998351;0.001998351;0.001998351;0;0;0;280.0570866
94;20.12.2014;6.173958997;13.69269124;202.8138073;389.8168477;6.173958997;6.173958997;0.002226863;0.002226863;0.002226863;0.002226863;0.002226863;0.002226863;0;0;0;280.3999496
95;21.12.2014;6.174018537;13.69269124;203.5860282;379.8474408;6.174018537;6.174018537;0.002454901;0.002454901;0.002454901;0.002454901;0.002454901;0.002454901;0;0;0;280.7425416
96;22.12.2014;6.174078078;13.69269124;203.0252755;382.1318445;6.174078078;6.174078078;0.002683445;0.002683445;0.002683445;0.002683445;0.002683445;0.002683445;0;0;0;281.0862741
97;23.12.2014;6.174137618;13.69269124;202.6122425;387.4560922;6.174137618;6.174137618;0.002912982;0.002912982;0.002912982;0.002912982;0.002912982;0.002912982;0;0;0;281.4318574
98;24.12.2014;6.174197159;13.69269124;201.4791804;382.3849649;6.174197159;6.174197159;0.003143418;0.003143418;0.003143418;0.003143418;0.003143418;0.003143418;0;0;0;281.7791585
99;25.12.2014;6.174256699;13.69269124;207.4460528;392.7614901;6.174256699;6.174256699;0.003373999;0.003373999;0.003373999;0.003373999;0.003373999;0.003373999;0;0;0;282.1270897
100;26.12.2014;6.17431624;13.69269124;207.4687105;389.1454334;6.17431624;6.17431624;0.003603264;0.003603264;0.003603264;0.003603264;0.003603264;0.003603264;0;0;0;282.4735343
101;27.12.2014;6.174375781;13.69269124;208.3278301;392.2869266;6.174375781;6.174375781;0.003829028;0.003829028;0.003829028;0.003829028;0.003829028;0.003829028;0;0;0;282.8153118
102;28.12.2014;6.174435322;13.69269124;204.2928291;388.1600054;6.174435322;6.174435322;0.004048389;0.004048389;0.004048389;0.004048389;0.004048389;0.004048389;0;0;0;283.1481852
103;29.12.2014;6.174494863;13.69269124;205.7151546;395.1783057;6.174494863;6.174494863;0.004257769;0.004257769;0.004257769;0.004257769;0.004257769;0.004257769;0;0;0;283.4669136
104;30.12.2014;6.174554404;13.69269124;200.934087;383.9828962;6.174554404;6.174554404;0.004452981;0.004452981;0.004452981;0.004452981;0.004452981;0.004452981;0;0;0;283.7653471
105;31.12.2014;6.174613945;13.69269124;208.8110279;380.3688315;6.174613945;6.174613945;0.004629324;0.004629324;0.004629324;0.004629324;0.004629324;0.004629324;0;0;0;284.0365661
106;01.01.2015;6.174673486;13.69269124;208.2373614;385.9818816;6.174673486;6.174673486;0.004781705;0.004781705;0.004781705;0.004781705;0.004781705;0.004781705;0;0;0;284.2730593
107;02.01.2015;6.174733028;13.69269124;203.8058627;398.2767664;6.174733028;6.174733028;0.004904783;0.004904783;0.004904783;0.004904783;0.004904783;0.004904783;0;0;0;284.4669386
108;03.01.2015;6.174792569;13.69269124;210.4129107;384.731192;6.174792569;6.174792569;0.004993129;0.004993129;0.004993129;0.004993129;0.004993129;0.004993129;0;0;0;284.6101838
109;04.01.2015;6.174852111;13.69269124;207.8965298;390.759858;6.174852111;6.174852111;0.005041402;0.005041402;0.005041402;0.005041402;0.005041402;0.005041402;0;0;0;284.6949108
110;05.01.2015;6.174911653;13.69269124;207.5689969;381.872357;6.174911653;6.174911653;0.005044532;0.005044532;0.005044532;0.005044532;0.005044532;0.005044532;0;0;0;284.7136548
111;06.01.2015;6.174971194;13.69269124;211.2134414;388.737361;6.174971194;6.174971194;0.004997906;0.004997906;0.004997906;0.004997906;0.004997906;0.004997906;0;0;0;284.6596593
112;07.01.2015;6.175030736;13.69269124;207.238937;390.1818534;6.175030736;6.175030736;0.004897555;0.004897555;0.004897555;0.004897555;0.004897555;0.004897555;0;0;0;284.5271611
113;08.01.2015;6.175090278;13.69269124;209.7096168;386.0656186;6.175090278;6.175090278;0.004740326;0.004740326;0.004740326;0.004740326;0.004740326;0.004740326;0;0;0;284.3116601
114;09.01.2015;6.175149821;13.69269124;208.037066;377.748133;6.175149821;6.175149821;0.004524044;0.004524044;0.004524044;0.004524044;0.004524044;0.004524044;0;0;0;284.0101649
115;10.01.2015;6.175209363;13.69269124;203.3676177;389.899781;6.175209363;6.175209363;0.004247655;0.004247655;0.004247655;0.004247655;0.004247655;0.004247655;0;0;0;283.6214026
116;11.01.2015;6.175268905;13.69269124;200.5144222;390.1145511;6.175268905;6.175268905;0.003911343;0.003911343;0.003911343;0.003911343;0.003911343;0.003911343;0;0;0;283.1459864
117;12.01.2015;6.175328448;13.69269124;204.2810825;381.8903554;6.175328448;6.175328448;0.00351662;0.00351662;0.00351662;0.00351662;0.00351662;0.00351662;0;0;0;282.5865308
118;13.01.2015;6.17538799;13.69269124;206.1840793;389.3690057;6.17538799;6.17538799;0.003066381;0.003066381;0.003066381;0.003066381;0.003066381;0.003066381;0;0;0;281.9477115
119;14.01.2015;6.175447533;13.69269124;209.4906382;385.3427366;6.175447533;6.175447533;0.002564926;0.002564926;0.002564926;0.002564926;0.002564926;0.002564926;0;0;0;281.2362652
120;15.01.2015;6.175505514;13.69269124;206.1778495;379.5827102;6.175505514;6.175505514;0.002017944;0.002017944;0.002017944;0.002017944;0.002017944;0.002017944;0;0;0;280.4605635
121;16.01.2015;6.175563495;13.69269124;205.5770033;381.1376696;6.175563495;6.175563495;0.001432464;0.001432464;0.001432464;0.001432464;0.001432464;0.001432464;0;0;0;279.6315913
122;17.01.2015;6.175621476;13.69269124;206.1594279;390.3210452;6.175621476;6.175621476;0.00081676;0.00081676;0.00081676;0.00081676;0.00081676;0.00081676;0;0;0;278.7616701
123;18.01.2015;6.175679457;13.69269124;203.8629984;381.5340173;6.175679457;6.175679457;0.000180225;0.000180225;0.000180225;0.000180225;0.000180225;0.000180225;0;0;0;277.8645999
124;19.01.2015;6.175737438;13.69269124;204.481506;377.2896428;6.175737438;6.175737438;-0.000466785;-0.000466785;-0.000466785;-0.000466785;-0.000466785;-0.000466785;0;0;0;276.9553914
125;20.01.2015;6.175795419;13.69269124;202.782405;367.1920457;6.175795419;6.175795419;-0.001113147;-0.001113147;-0.001113147;-0.001113147;-0.001113147;-0.001113147;0;0;0;276.049963
126;21.01.2015;6.175853401;13.69269124;204.6916365;381.6901768;6.175853401;6.175853401;-0.001747187;-0.001747187;-0.001747187;-0.001747187;-0.001747187;-0.001747187;0;0;0;275.1648145
127;22.01.2015;6.175911382;13.69269124;205.6124816;373.1577506;6.175911382;6.175911382;-0.002356917;-0.002356917;-0.002356917;-0.002356917;-0.002356917;-0.002356917;0;0;0;274.3166842
128;23.01.2015;6.175969364;13.69269124;196.8687165;380.1239855;6.175969364;6.175969364;-0.002930293;-0.002930293;-0.002930293;-0.002930293;-0.002930293;-0.002930293;0;0;0;273.5222013
129;24.01.2015;6.176027345;13.69269124;196.5703442;371.4825735;6.176027345;6.176027345;-0.003455474;-0.003455474;-0.003455474;-0.003455474;-0.003455474;-0.003455474;0;0;0;272.7975406
130;25.01.2015;6.176085327;13.69269124;197.7153773;370.6256219;6.176085327;6.176085327;-0.003921096;-0.003921096;-0.003921096;-0.003921096;-0.003921096;-0.003921096;0;0;0;272.1580882
131;26.01.2015;6.176143309;13.69269124;197.6233779;369.4646626;6.176143309;6.176143309;-0.004316531;-0.004316531;-0.004316531;-0.004316531;-0.004316531;-0.004316531;0;0;0;271.6181241
132;27.01.2015;6.176201291;13.69269124;196.5072691;366.0622473;6.176201291;6.176201291;-0.004632141;-0.004632141;-0.004632141;-0.004632141;-0.004632141;-0.004632141;0;0;0;271.1905289
133;28.01.2015;6.176259273;13.69269124;199.862393;373.3266456;6.176259273;6.176259273;-0.004859514;-0.004859514;-0.004859514;-0.004859514;-0.004859514;-0.004859514;0;0;0;270.8865169
134;29.01.2015;6.176317255;13.69269124;195.3353759;369.3817264;6.176317255;6.176317255;-0.004991679;-0.004991679;-0.004991679;-0.004991679;-0.004991679;-0.004991679;0;0;0;270.7154007
135;30.01.2015;6.176375237;13.69269124;198.7150416;372.7455147;6.176375237;6.176375237;-0.005023287;-0.005023287;-0.005023287;-0.005023287;-0.005023287;-0.005023287;0;0;0;270.6843891
136;31.01.2015;6.17643322;13.69269124;198.6792884;365.8417753;6.17643322;6.17643322;-0.004950763;-0.004950763;-0.004950763;-0.004950763;-0.004950763;-0.004950763;0;0;0;270.798421
137;01.02.2015;6.176491202;13.69269124;194.3553629;367.7032513;6.176491202;6.176491202;-0.004772415;-0.004772415;-0.004772415;-0.004772415;-0.004772415;-0.004772415;0;0;0;271.0600353
138;02.02.2015;6.176549185;13.69269124;197.4498493;368.2649578;6.176549185;6.176549185;-0.004488509;-0.004488509;-0.004488509;-0.004488509;-0.004488509;-0.004488509;0;0;0;271.4692813
139;03.02.2015;6.176607168;13.69269124;201.4942287;372.4098746;6.176607168;6.176607168;-0.004101288;-0.004101288;-0.004101288;-0.004101288;-0.004101288;-0.004101288;0;0;0;272.0236675
140;04.02.2015;6.17666515;13.69269124;196.796071;369.6457552;6.17666515;6.17666515;-0.003614961;-0.003614961;-0.003614961;-0.003614961;-0.003614961;-0.003614961;0;0;0;272.718153
141;05.02.2015;6.176723133;13.69269124;202.0447405;378.8767387;6.176723133;6.176723133;-0.003035634;-0.003035634;-0.003035634;-0.003035634;-0.003035634;-0.003035634;0;0;0;273.5451827
142;06.02.2015;6.176781116;13.69269124;200.4816891;373.5812166;6.176781116;6.176781116;-0.002371203;-0.002371203;-0.002371203;-0.002371203;-0.002371203;-0.002371203;0;0;0;274.4947672
143;07.02.2015;6.176839099;13.69269124;202.2652489;369.1204058;6.176839099;6.176839099;-0.001631208;-0.001631208;-0.001631208;-0.001631208;-0.001631208;-0.001631208;0;0;0;275.55461
